alpha,beta,gamma,fundamental,msf,SCI,amplitud
-0.05,-1.285,32500.0,6053.27044025,5796.09482627,0.957514600327,5096.2513638
-0.05,-1.28,32500.0,6053.27044025,5860.23143293,0.968109964816,5119.49293427
-0.05,-1.275,32500.0,5997.73584906,6059.77916755,1.0103444566500002,5130.63001619
-0.05,-1.27,32500.0,5997.73584906,5743.71455896,0.957647136104,5149.83879674
-0.05,-1.265,32500.0,5997.73584906,5871.42939987,0.978940978335,5171.06118866
-0.05,-1.26,32500.0,5997.73584906,5653.533129300001,0.942611223898,5174.33867399
-0.05,-1.255,32500.0,5997.73584906,5908.05601028,0.985047717833,5257.68214929
-0.05,-1.25,32500.0,5942.20125786,5881.42899419,0.989772769209,5224.43342618
-0.05,-1.245,32500.0,5942.20125786,5815.82229813,0.978731962408,5249.17446177
-0.05,-1.24,32500.0,5942.20125786,5859.28593919,0.986046363111,5277.96649977
-0.05,-1.235,32500.0,5942.20125786,5572.92614835,0.937855502786,5299.18960953
-0.05,-1.23,32500.0,5942.20125786,5913.49655554,0.995169348684,5287.04785767
-0.05,-1.225,32500.0,5886.66666667,5753.97750529,0.97745937236,5327.43719515
-0.05,-1.22,32500.0,5886.66666667,5985.03396846,1.0167101871700002,5359.30416608
-0.05,-1.215,32500.0,5886.66666667,5645.19747908,0.958980319209,5354.52325774
-0.05,-1.21,32500.0,5886.66666667,5622.17547117,0.955069445839,5430.78837032
-0.05,-1.205,32500.0,5886.66666667,5765.47667737,0.979412799101,5448.17810356
-0.05,-1.2,32500.0,5831.13207547,5763.02710337,0.98832045455,5446.82204622
-0.05,-1.195,32500.0,5831.13207547,6007.12473663,1.03018155975,5462.23798039
-0.05,-1.19,32500.0,5831.13207547,5455.14513649,0.935520764388,5475.44910728
-0.05,-1.185,32500.0,5831.13207547,5705.8272812,0.978511069094,5491.39379521
-0.05,-1.18,32500.0,5831.13207547,5597.82475794,0.959989361498,5501.62380385
-0.05,-1.175,32500.0,5775.59748428,5909.19613673,1.02313157259,5564.41114047
-0.05,-1.17,32500.0,5775.59748428,5690.96070601,0.985345796951,5571.43862
-0.05,-1.165,32500.0,5775.59748428,5492.22725554,0.950936638242,5601.63443012
-0.05,-1.16,32500.0,5775.59748428,5589.36989543,0.967756134434,5598.44137516
-0.05,-1.155,32500.0,5775.59748428,5598.16659695,0.969279215214,5620.91665138
-0.05,-1.15,32500.0,5720.06289308,5821.24429106,1.0176888611,5673.13642749
-0.05,-1.145,32500.0,5720.06289308,5493.05268185,0.9603133365,5698.02692324
-0.05,-1.14,32500.0,5720.06289308,5616.03709118,0.981813870957,5705.7849248
-0.05,-1.135,32500.0,5720.06289308,5401.80382998,0.944360915422,5751.71592928
-0.05,-1.13,32500.0,5664.52830189,5728.84951286,1.01135508688,5754.97222743
-0.05,-1.125,32500.0,5664.52830189,5566.95138478,0.982774043678,5806.71857492
-0.05,-1.12,32500.0,5664.52830189,5662.31799008,0.999609797729,5826.86230343
-0.05,-1.115,32500.0,5664.52830189,5449.91456365,0.962112690272,5853.06031634
-0.05,-1.11,32500.0,5664.52830189,5452.31791532,0.962536971261,5874.66906751
-0.05,-1.105,32500.0,5608.99371069,5597.07432096,0.997874950419,5898.26675241
-0.05,-1.1,32500.0,5608.99371069,5591.94320849,0.996960149525,5912.51258831
-0.05,-1.095,32500.0,5608.99371069,5709.37353572,1.01789622706,5954.49239873
-0.05,-1.09,32500.0,5608.99371069,5253.73727537,0.936663071195,6023.88946394
-0.05,-1.085,32500.0,5608.99371069,5586.21225263,0.995938405489,6026.17888526
-0.05,-1.08,32500.0,5553.4591195,5477.718244,0.986361495805,6050.70638256
-0.05,-1.075,32500.0,5553.4591195,5862.20245734,1.05559477997,6091.93318007
-0.05,-1.07,32500.0,5553.4591195,5259.82893274,0.947126614162,6120.68499493
-0.05,-1.065,32500.0,5553.4591195,5398.40571322,0.972079850965,6135.4246781
-0.05,-1.06,32500.0,5553.4591195,5364.35032058,0.965947566219,6181.2761757
-0.05,-1.055,32500.0,5497.9245283,5692.60351694,1.03540954184,6172.006917399999
-0.05,-1.05,32500.0,5497.9245283,5456.31423452,0.992431636053,6254.34946096
-0.05,-1.045,32500.0,5497.9245283,5222.82845187,0.949963649916,6257.80309955
-0.05,-1.04,32500.0,5497.9245283,5315.29040601,0.966781260573,6310.92611861
-0.05,-1.035,32500.0,5442.38993711,5463.88680714,1.00394989523,6356.06347982
-0.05,-1.03,32500.0,5442.38993711,5538.15395981,1.01759595027,6425.32609143
-0.05,-1.025,32500.0,5442.38993711,5199.92121495,0.955448116552,6448.06931628
-0.05,-1.02,32500.0,5442.38993711,5303.98343979,0.974568801773,6427.87539819
-0.05,-1.015,32500.0,5442.38993711,5251.63009288,0.964949250893,6515.65909725
-0.05,-1.01,32500.0,5386.85534591,5504.44561979,1.02182911297,6513.40693993
-0.05,-1.005,32500.0,5386.85534591,5286.70365516,0.981408134372,6581.63308667
-0.05,-1.0,32500.0,5386.85534591,5368.05118491,0.996509250797,6611.86633929
-0.05,-0.995,32500.0,5386.85534591,5106.43634924,0.947943841321,6667.25536498
-0.05,-0.99,32500.0,5331.32075472,5451.10772049,1.0224685347799998,6703.74764103
-0.05,-0.985,32500.0,5331.32075472,5304.95220704,0.995054030906,6743.22780829
-0.05,-0.98,32500.0,5331.32075472,5544.68843167,1.0400215419,6816.71034464
-0.05,-0.975,32500.0,5331.32075472,5033.28257571,0.944096745868,6822.958890100002
-0.05,-0.97,32500.0,5331.32075472,5345.88328775,1.0027315057,6878.30720937
-0.05,-0.965,32500.0,5275.78616352,5260.72047471,0.99714437084,6918.87912784
-0.05,-0.96,32500.0,5275.78616352,5654.34568554,1.07175414436,6959.83777382
-0.05,-0.955,32500.0,5275.78616352,4998.36037186,0.947415269865,7026.22136706
-0.05,-0.95,32500.0,5275.78616352,5207.31871308,0.98702232268,7042.61114281
-0.05,-0.945,32500.0,5220.25157233,5176.93228994,0.991701686826,7095.46151767
-0.05,-0.94,32500.0,5220.25157233,5593.70686976,1.07153971265,7157.90298392
-0.05,-0.935,32500.0,5220.25157233,4986.80789074,0.95528114338,7222.61763708
-0.05,-0.93,32500.0,5220.25157233,5099.42966705,0.976855156576,7249.409517899999
-0.05,-0.925,32500.0,5220.25157233,5047.10428522,0.966831620142,7276.45514448
-0.05,-0.92,32500.0,5164.71698113,5422.00435525,1.0498163549,7350.83034614
-0.05,-0.915,32500.0,5164.71698113,5007.68989692,0.969596187983,7409.37021782
-0.05,-0.91,32500.0,5164.71698113,5064.00431222,0.980499866831,7465.9124369
-0.05,-0.905,32500.0,5164.71698113,4941.97505739,0.95687238535,7529.29113473
-0.05,-0.9,32500.0,5109.18238994,5279.88279944,1.03341051395,7597.19506476
-0.05,-0.895,32500.0,5109.18238994,5026.07158275,0.983733051427,7629.92637042
-0.05,-0.89,32500.0,5109.18238994,5116.28441141,1.00139005049,7716.30269493
-0.05,-0.885,32500.0,5109.18238994,4856.31278751,0.950506835904,7766.67090978
-0.05,-0.88,32500.0,5053.64779874,5183.79832733,1.02575377901,7811.79698555
-0.05,-0.875,32500.0,5053.64779874,5051.06560655,0.999489043896,7865.79267261
-0.05,-0.87,32500.0,5053.64779874,5245.33672592,1.0379308046,7937.96452466
-0.05,-0.865,32500.0,5053.64779874,4791.67464078,0.948161571919,8014.95017885
-0.05,-0.86,32500.0,4998.11320755,5118.92038831,1.0241705571200002,8079.54973823
-0.05,-0.855,32500.0,4998.11320755,5101.16563855,1.02061826668,8139.90926151
-0.05,-0.85,32500.0,4998.11320755,5283.64090133,1.05712709615,8229.99452462
-0.05,-0.845,32500.0,4998.11320755,4743.93354133,0.949144876144,8274.55119894
-0.05,-0.84,32500.0,4942.57861635,5023.89625178,1.01645247183,8392.54662899
-0.05,-0.835,32500.0,4942.57861635,5182.55780053,1.04855343795,8435.48267312
-0.05,-0.83,32500.0,4942.57861635,5170.81745021,1.04617808872,8496.45223928
-0.05,-0.825,32500.0,4942.57861635,4733.78577045,0.95775629239,8582.44788512
-0.05,-0.82,32500.0,4942.57861635,4884.50823814,0.988250995538,8702.12825823
-0.05,-0.815,32500.0,4887.04402516,5218.09652718,1.0677408470899998,8721.82383878
-0.05,-0.81,32500.0,4887.04402516,4910.10146441,1.0047180748,8842.15831539
-0.05,-0.805,32500.0,4887.04402516,4771.29777677,0.976315693537,8924.303659700001
-0.05,-0.8,32500.0,4887.04402516,4761.73430152,0.974358789691,8996.33484362
-0.05,-0.795,32500.0,4831.50943396,5146.60553221,1.06521690634,9076.21374842
-0.05,-0.79,32500.0,4831.50943396,4752.67544153,0.983683361584,9173.72818934
-0.05,-0.785,32500.0,4831.50943396,4830.88668568,0.999871106888,9300.07166459
-0.05,-0.78,32500.0,4831.50943396,4721.02790369,0.977133123348,9361.44382375
-0.05,-0.775,32500.0,4775.97484277,5040.68847094,1.0554260935,9494.92705629
-0.05,-0.77,32500.0,4775.97484277,4884.96897202,1.02282133655,9545.56691241
-0.05,-0.765,32500.0,4775.97484277,4779.45607084,1.00072890419,9644.78850679
-0.05,-0.76,32500.0,4775.97484277,4778.51189075,1.0005312105,9764.25909378
-0.05,-0.755,32500.0,4720.44025157,4899.83257427,1.03800330332,9905.58763094
-0.05,-0.75,32500.0,4720.44025157,5174.91897461,1.0962788847700002,9988.03463814
-0.05,-0.745,32500.0,4720.44025157,4593.91978531,0.973197316453,10110.2730595
-0.05,-0.74,32500.0,4664.90566038,4834.29345624,1.03631108712,10209.7735461
-0.05,-0.735,32500.0,4664.90566038,4910.44139596,1.05263466262,10326.5115929
-0.05,-0.73,32500.0,4664.90566038,5019.54694507,1.07602324902,10413.2657603
-0.05,-0.725,32500.0,4664.90566038,4520.34238237,0.969010460547,10532.4142089
-0.05,-0.72,32500.0,4609.37106918,4698.98005888,1.01944061095,10659.2978767
-0.05,-0.715,32500.0,4609.37106918,5124.22394851,1.11169699111,10796.2656811
-0.05,-0.71,32500.0,4609.37106918,4503.78345522,0.977092837097,10932.905462
-0.05,-0.705,32500.0,4609.37106918,4589.4338272,0.99567462856,11048.0555245
-0.05,-0.7,32500.0,4553.83647799,4655.56024393,1.02233803661,11193.3707023
-0.05,-0.695,32500.0,4553.83647799,4875.52394336,1.07064097864,11343.184719
-0.05,-0.69,32500.0,4553.83647799,4430.31430674,0.972875141248,11498.9184813
-0.05,-0.685,32500.0,4553.83647799,4483.57472749,0.984570866601,11625.1598124
-0.05,-0.68,32500.0,4498.30188679,4781.04056581,1.06285453625,11749.9841894
-0.05,-0.675,32500.0,4498.30188679,4542.38080551,1.00979901301,11930.1119123
-0.05,-0.67,32500.0,4498.30188679,4581.47588588,1.0184900883,12100.7833327
-0.05,-0.665,32500.0,4442.7672956,4471.47534221,1.00646174888,12245.5860331
-0.05,-0.66,32500.0,4442.7672956,4654.95645591,1.04776058393,12393.1411853
-0.05,-0.655,32500.0,4442.7672956,4771.63020964,1.07402208852,12591.0408671
-0.05,-0.65,32500.0,4442.7672956,4368.47657239,0.983278277194,12741.2173866
-0.05,-0.645,32500.0,4387.2327044,4628.03296436,1.0548865939399998,12934.3901553
-0.05,-0.64,32500.0,4387.2327044,4824.1059506,1.09957831636,13123.4039284
-0.05,-0.635,32500.0,4387.2327044,4456.10179872,1.0156976160100002,13304.701023
-0.05,-0.63,32500.0,4387.2327044,4460.45952323,1.0166908900799998,13489.9113949
-0.05,-0.625,32500.0,4331.69811321,4615.88499806,1.06560634592,13688.0926937
-0.05,-0.62,32500.0,4331.69811321,4751.5451412,1.0969243509200002,13862.658905899998
-0.05,-0.615,32500.0,4331.69811321,4260.70133956,0.98360994423,14059.5925258
-0.05,-0.61,32500.0,4276.16352201,4399.62326886,1.02887161499,14267.1112416
-0.05,-0.605,32500.0,4276.16352201,4834.71321334,1.13061934803,14473.5689735
-0.05,-0.6,32500.0,4276.16352201,4087.79186204,0.955948443272,14685.4729497
-0.05,-0.595,32500.0,4276.16352201,4268.99783754,0.998324272578,14918.3709378
-0.05,-0.59,32500.0,4220.62893082,4623.31435531,1.09540886704,15144.749750799998
-0.05,-0.585,32500.0,4220.62893082,4073.8006182,0.965211745683,15395.1245869
-0.05,-0.58,32500.0,4220.62893082,4243.85143741,1.00550214363,15592.8729536
-0.05,-0.575,32500.0,4165.09433962,4443.54552338,1.06685351184,15830.1672763
-0.05,-0.57,32500.0,4165.09433962,4250.55820854,1.02051907158,16117.0409599
-0.05,-0.565,32500.0,4165.09433962,4280.5633581,1.02772302595,16308.247437
-0.05,-0.56,32500.0,4109.55974843,4296.97157554,1.04560386966,16541.2779562
-0.05,-0.555,32500.0,4109.55974843,4356.41786823,1.06006923732,16839.8742362
-0.05,-0.55,32500.0,4109.55974843,4367.78091067,1.06283426402,17053.4676453
-0.05,-0.545,32500.0,4109.55974843,4173.73352727,1.0156157308299998,17319.9945031
-0.05,-0.54,32500.0,4054.02515723,4366.36820672,1.07704516804,17577.5358787
-0.05,-0.535,32500.0,4054.02515723,4432.22427857,1.09328978156,17830.6188931
-0.05,-0.53,32500.0,4054.02515723,4085.78111913,1.0078331931,18060.6737776
-0.05,-0.525,32500.0,3998.49056604,4310.96190786,1.07814732501,18228.1502693
-0.05,-0.52,32500.0,3998.49056604,4395.4932448,1.09928813691,18561.9740795
-0.05,-0.515,32500.0,3998.49056604,4015.76258551,1.00431963492,18806.8457998
-0.05,-0.51,32500.0,3942.95597484,4224.63850741,1.0714394313200002,19048.0640343
-0.05,-0.505,32500.0,3942.95597484,4209.14753232,1.06751065931,19290.3078922
-0.05,-1.5,40000.0,7996.98113208,7346.16571635,0.918617362606,3425.69238551
-0.05,-1.495,40000.0,7996.98113208,7561.37406544,0.945528561411,3452.89930425
-0.05,-1.49,40000.0,7941.44654088,7576.37125205,0.954029119638,3438.37770348
-0.05,-1.485,40000.0,7941.44654088,7446.63842693,0.937692949087,3445.24313641
-0.05,-1.48,40000.0,7941.44654088,7258.79394956,0.914039263778,3479.579849800001
-0.05,-1.475,40000.0,7941.44654088,7416.11326035,0.933849169943,3499.96132779
-0.05,-1.47,40000.0,7885.91194969,7533.1092854,0.955261653118,3527.5945147
-0.05,-1.465,40000.0,7885.91194969,7452.74269523,0.94507049315,3555.63209113
-0.05,-1.46,40000.0,7885.91194969,7236.90703598,0.917700715169,3550.23878218
-0.05,-1.455,40000.0,7885.91194969,7303.23201302,0.926111280422,3585.24315542
-0.05,-1.45,40000.0,7885.91194969,7435.44262742,0.942876698962,3607.93795775
-0.05,-1.445,40000.0,7830.37735849,7471.00706759,0.954105622955,3576.02794839
-0.05,-1.44,40000.0,7830.37735849,7318.64855093,0.934648257148,3629.6066558
-0.05,-1.435,40000.0,7830.37735849,7184.83278452,0.917558944555,3629.9293827
-0.05,-1.43,40000.0,7830.37735849,7381.13504363,0.942628267542,3666.44382821
-0.05,-1.425,40000.0,7774.8427673000015,7439.49832153,0.956868009321,3640.57976238
-0.05,-1.42,40000.0,7774.8427673000015,7383.64745429,0.949684472765,3659.18786994
-0.05,-1.415,40000.0,7774.8427673000015,7115.19159957,0.915155690286,3675.69822932
-0.05,-1.41,40000.0,7774.8427673000015,7284.2162201,0.936895630962,3695.33555898
-0.05,-1.405,40000.0,7719.3081761,7404.40282992,0.959205496271,3724.30443165
-0.05,-1.4,40000.0,7719.3081761,7397.71386575,0.958338972481,3707.87713847
-0.05,-1.395,40000.0,7719.3081761,7143.37799941,0.925390959455,3727.18597033
-0.05,-1.39,40000.0,7719.3081761,7147.12796668,0.925876750045,3750.47644062
-0.05,-1.385,40000.0,7719.3081761,7380.16526018,0.956065633321,3761.97423198
-0.05,-1.38,40000.0,7663.77358491,7338.25524448,0.957525057752,3789.49275138
-0.05,-1.375,40000.0,7663.77358491,7178.47730802,0.936676589997,3832.82278516
-0.05,-1.37,40000.0,7663.77358491,7008.53540642,0.914501887194,3823.80970232
-0.05,-1.365,40000.0,7663.77358491,7297.57937697,0.952217506966,3826.17699358
-0.05,-1.36,40000.0,7608.23899371,7262.82914175,0.954600551817,3835.84359512
-0.05,-1.355,40000.0,7608.23899371,7255.96133738,0.953697871923,3851.23551061
-0.05,-1.35,40000.0,7608.23899371,6920.77470045,0.909642126933,3878.14355764
-0.05,-1.345,40000.0,7608.23899371,7241.23793139,0.951762679561,3898.46323113
-0.05,-1.34,40000.0,7552.70440252,7164.93874796,0.948658701057,3909.660743
-0.05,-1.335,40000.0,7552.70440252,7321.09031443,0.969333622006,3922.17382002
-0.05,-1.33,40000.0,7552.70440252,6853.70208232,0.907450062528,3918.26996629
-0.05,-1.325,40000.0,7552.70440252,7181.9225594,0.950907407022,3933.83758929
-0.05,-1.32,40000.0,7552.70440252,7123.60084061,0.943185442056,3960.04326282
-0.05,-1.315,40000.0,7497.16981132,7360.99487994,0.981836488327,3949.87636956
-0.05,-1.31,40000.0,7497.16981132,6821.86432588,0.909925278146,4008.18830801
-0.05,-1.305,40000.0,7497.16981132,7136.02805668,0.951829588534,4017.91022256
-0.05,-1.3,40000.0,7497.16981132,7065.63095178,0.942439764551,4026.29624957
-0.05,-1.295,40000.0,7441.63522013,7308.74027996,0.982141701892,4059.10453199
-0.05,-1.29,40000.0,7441.63522013,6878.44518965,0.924319048997,4033.44909355
-0.05,-1.285,40000.0,7441.63522013,7010.70734661,0.942092314288,4032.60241548
-0.05,-1.28,40000.0,7441.63522013,7022.9917369,0.943743079197,4111.19305787
-0.05,-1.275,40000.0,7386.10062893,7195.27951497,0.974164836962,4080.63822106
-0.05,-1.27,40000.0,7386.10062893,6944.74286641,0.940244821362,4076.79072565
-0.05,-1.265,40000.0,7386.10062893,6844.20462259,0.926633005212,4123.18921268
-0.05,-1.26,40000.0,7386.10062893,7033.29887847,0.952234369909,4169.34273207
-0.05,-1.255,40000.0,7330.56603774,7048.87989906,0.961573753346,4168.390304199998
-0.05,-1.25,40000.0,7330.56603774,7029.46244467,0.958924919097,4185.34164917
-0.05,-1.245,40000.0,7330.56603774,6690.57492834,0.912695540004,4213.59798894
-0.05,-1.24,40000.0,7330.56603774,7032.00147738,0.959271281534,4194.18161564
-0.05,-1.235,40000.0,7275.03144654,6945.12776764,0.954652611287,4188.51775983
-0.05,-1.23,40000.0,7275.03144654,7081.98865197,0.973465022662,4209.25139581
-0.05,-1.225,40000.0,7275.03144654,6595.49106051,0.906592790557,4232.19391955
-0.05,-1.22,40000.0,7275.03144654,6989.04116948,0.960688791635,4233.40759788
-0.05,-1.215,40000.0,7219.49685535,6930.46326329,0.959964856575,4260.82803276
-0.05,-1.21,40000.0,7219.49685535,7043.08964409,0.975565165441,4249.96420982
-0.05,-1.205,40000.0,7219.49685535,6614.96567764,0.916264084628,4289.37580741
-0.05,-1.2,40000.0,7219.49685535,6843.57447496,0.947929559647,4302.9377473
-0.05,-1.195,40000.0,7163.96226415,7012.29030824,0.978828482016,4322.98407226
-0.05,-1.19,40000.0,7163.96226415,6863.03680295,0.957994549649,4347.91506791
-0.05,-1.185,40000.0,7163.96226415,6708.97658399,0.936489659858,4352.22297194
-0.05,-1.18,40000.0,7163.96226415,6721.04036761,0.938173613957,4362.63902293
-0.05,-1.175,40000.0,7108.42767296,7090.33301143,0.997454477649,4346.57135378
-0.05,-1.17,40000.0,7108.42767296,6720.18242963,0.945382402244,4379.03872388
-0.05,-1.165,40000.0,7108.42767296,6695.48210366,0.94190760766,4403.65865705
-0.05,-1.16,40000.0,7108.42767296,6698.88124104,0.942385791801,4396.08244252
-0.05,-1.155,40000.0,7052.89308176,6916.86807536,0.980713587343,4424.29945709
-0.05,-1.15,40000.0,7052.89308176,6703.35468245,0.950440422781,4437.26592868
-0.05,-1.145,40000.0,7052.89308176,6510.54974334,0.923103422647,4449.90969662
-0.05,-1.14,40000.0,7052.89308176,6773.90089761,0.960442873455,4458.25351987
-0.05,-1.135,40000.0,6997.35849057,6723.37570232,0.960844826141,4483.70874271
-0.05,-1.13,40000.0,6997.35849057,6822.78586222,0.975051638617,4492.22294018
-0.05,-1.125,40000.0,6997.35849057,6370.07191245,0.910353802944,4506.90070491
-0.05,-1.12,40000.0,6997.35849057,6769.99272311,0.967506914536,4534.74465022
-0.05,-1.115,40000.0,6941.82389937,6726.43316694,0.96897202586,4535.67751389
-0.05,-1.11,40000.0,6941.82389937,6733.22573166,0.969950524425,4555.70651772
-0.05,-1.105,40000.0,6941.82389937,6471.93610154,0.932310613947,4567.2562135
-0.05,-1.1,40000.0,6941.82389937,6602.83870667,0.951167704971,4636.33374732
-0.05,-1.095,40000.0,6886.28930818,6891.74369848,1.00079206523,4614.73092577
-0.05,-1.09,40000.0,6886.28930818,6427.57562128,0.933387392488,4638.02029617
-0.05,-1.085,40000.0,6886.28930818,6576.97895624,0.955083160451,4627.35568133
-0.05,-1.08,40000.0,6886.28930818,6594.66528583,0.957651500061,4667.07191319
-0.05,-1.075,40000.0,6830.75471698,6749.43538752,0.988095117915,4641.05458341
-0.05,-1.07,40000.0,6830.75471698,6357.34542629,0.930694438564,4668.55153006
-0.05,-1.065,40000.0,6830.75471698,6375.04778803,0.933286006037,4692.33594043
-0.05,-1.06,40000.0,6775.22012579,6719.43508703,0.99176631346,4692.44270491
-0.05,-1.055,40000.0,6775.22012579,6493.22074255,0.95837782714,4728.21464271
-0.05,-1.05,40000.0,6775.22012579,6366.41528254,0.939661762178,4728.94779037
-0.05,-1.045,40000.0,6775.22012579,6361.76657981,0.938975629086,4737.68866061
-0.05,-1.04,40000.0,6719.68553459,6560.68565099,0.976338195771,4743.93444895
-0.05,-1.035,40000.0,6719.68553459,6548.12065098,0.974468316601,4794.64747375
-0.05,-1.03,40000.0,6719.68553459,6168.39775621,0.917959289085,4805.52288258
-0.05,-1.025,40000.0,6719.68553459,6507.78920482,0.968466332438,4813.44738843
-0.05,-1.02,40000.0,6664.150943399999,6464.2848613000015,0.97000877024,4825.07341358
-0.05,-1.015,40000.0,6664.150943399999,6531.06363052,0.98002936698,4856.74530385
-0.05,-1.01,40000.0,6664.150943399999,6226.35981,0.934306540006,4877.05785371
-0.05,-1.005,40000.0,6664.150943399999,6386.87552653,0.958392986711,4894.58359002
-0.05,-1.0,40000.0,6608.6163522,6702.29154252,1.01417470546,4914.46243003
-0.05,-0.995,40000.0,6608.6163522,6059.34728562,0.916885920243,4935.74871526
-0.05,-0.99,40000.0,6608.6163522,6343.82923416,0.959933047415,4906.47818746
-0.05,-0.985,40000.0,6553.08176101,6491.06987702,0.990536989122,4929.72933129
-0.05,-0.98,40000.0,6553.08176101,6389.7351743,0.975073317766,4963.94480417
-0.05,-0.975,40000.0,6553.08176101,6143.92548744,0.937562769931,4975.76247412
-0.05,-0.97,40000.0,6553.08176101,6211.45457567,0.947867705945,5002.82447589
-0.05,-0.965,40000.0,6497.54716981,6483.87726809,0.997896144289,5013.23176941
-0.05,-0.96,40000.0,6497.54716981,6113.25948774,0.94085649984,5071.08090698
-0.05,-0.955,40000.0,6497.54716981,6028.76066463,0.927851773458,5092.0876198
-0.05,-0.95,40000.0,6442.01257862,6374.25596528,0.98948207373,5097.82367707
-0.05,-0.945,40000.0,6442.01257862,6225.16950093,0.966339234046,5073.98311191
-0.05,-0.94,40000.0,6442.01257862,6080.75886949,0.94392222854,5105.44027475
-0.05,-0.935,40000.0,6442.01257862,6155.41976131,0.955511912806,5153.14620497
-0.05,-0.93,40000.0,6386.47798742,6231.33367775,0.975707375807,5147.57054173
-0.05,-0.925,40000.0,6386.47798742,6387.24946537,1.00012079865,5138.3378974
-0.05,-0.92,40000.0,6386.47798742,5924.25277622,0.927624394523,5184.50621115
-0.05,-0.915,40000.0,6386.47798742,6188.95208599,0.969071231152,5216.93288744
-0.05,-0.91,40000.0,6330.94339623,6458.74170033,1.02018629707,5216.93717626
-0.05,-0.905,40000.0,6330.94339623,5856.33885717,0.925034152203,5245.71928733
-0.05,-0.9,40000.0,6330.94339623,6116.34897515,0.966103879367,5274.59887732
-0.05,-0.895,40000.0,6275.40880503,6306.36534366,1.00493299155,5291.37632942
-0.05,-0.89,40000.0,6275.40880503,6059.97899638,0.965670792876,5303.96312995
-0.05,-0.885,40000.0,6275.40880503,5973.74545883,0.951929291689,5329.69129449
-0.05,-0.88,40000.0,6219.87421384,6098.18550527,0.980435503294,5382.14218779
-0.05,-0.875,40000.0,6219.87421384,6123.93054732,0.984574661284,5364.33224569
-0.05,-0.87,40000.0,6219.87421384,5840.67187929,0.939033761534,5415.22941038
-0.05,-0.865,40000.0,6219.87421384,5865.62293311,0.943045266103,5431.01607179
-0.05,-0.86,40000.0,6164.33962264,6107.35906944,0.99075642215,5448.71284881
-0.05,-0.855,40000.0,6164.33962264,5941.20587999,0.963802490403,5449.4267814999985
-0.05,-0.85,40000.0,6164.33962264,5721.45818668,0.928154277169,5514.23855982
-0.05,-0.845,40000.0,6108.80503145,6045.5937133,0.989652425012,5519.64345038
-0.05,-0.84,40000.0,6108.80503145,6094.09034823,0.997591233777,5567.26877956
-0.05,-0.835,40000.0,6108.80503145,5672.17409609,0.928524329536,5563.60365251
-0.05,-0.83,40000.0,6108.80503145,5984.22139945,0.979605891602,5591.35376474
-0.05,-0.825,40000.0,6053.27044025,6117.94822765,1.01068476752,5632.70839183
-0.05,-0.82,40000.0,6053.27044025,5719.02248049,0.944782252328,5644.75901602
-0.05,-0.815,40000.0,6053.27044025,5907.43223398,0.975907534992,5667.27086832
-0.05,-0.81,40000.0,5997.73584906,6060.17955368,1.01041121286,5737.65451272
-0.05,-0.805,40000.0,5997.73584906,5789.05322901,0.965206433678,5741.53131517
-0.05,-0.8,40000.0,5997.73584906,5750.06638685,0.958706173723,5774.04765681
-0.05,-0.795,40000.0,5942.20125786,5938.792129199999,0.999426285224,5787.32455706
-0.05,-0.79,40000.0,5942.20125786,5805.99702768,0.977078489222,5829.65604172
-0.05,-0.785,40000.0,5942.20125786,5607.53563479,0.943679857254,5866.542114399998
-0.05,-0.78,40000.0,5886.66666667,5805.1790694,0.986157259808,5869.41371279
-0.05,-0.775,40000.0,5886.66666667,5773.12406562,0.980711902428,5891.16325041
-0.05,-0.77,40000.0,5886.66666667,5574.24784756,0.946927720424,5956.79644116
-0.05,-0.765,40000.0,5886.66666667,5691.10538285,0.966778943858,5991.63095247
-0.05,-0.76,40000.0,5831.13207547,5752.69935442,0.986549314946,6068.34553742
-0.05,-0.755,40000.0,5831.13207547,5680.86310369,0.974229880264,6044.10470396
-0.05,-0.75,40000.0,5831.13207547,5637.53270261,0.966799007405,6112.35200935
-0.05,-0.745,40000.0,5775.59748428,5752.88987986,0.996068354057,6140.84763311
-0.05,-0.74,40000.0,5775.59748428,5755.93726272,0.996595984812,6152.55249044
-0.05,-0.735,40000.0,5775.59748428,5612.15620803,0.971701408089,6181.72805337
-0.05,-0.73,40000.0,5720.06289308,5755.32607419,1.00616482402,6270.71660303
-0.05,-0.725,40000.0,5720.06289308,5678.33289423,0.992704625871,6291.95057839
-0.05,-0.72,40000.0,5720.06289308,5523.05458057,0.965558366019,6333.48604328
-0.05,-0.715,40000.0,5664.52830189,5744.87161195,1.01418358348,6376.02185337
-0.05,-0.71,40000.0,5664.52830189,5485.89038369,0.968463761028,6448.91138129
-0.05,-0.705,40000.0,5664.52830189,5404.48764655,0.954093149247,6463.18917123
-0.05,-0.7,40000.0,5608.99371069,5669.94057511,1.01086591777,6490.46022373
-0.05,-0.695,40000.0,5608.99371069,5366.61026727,0.95678664375,6573.15104967
-0.05,-0.69,40000.0,5608.99371069,5303.6624204,0.945563980628,6612.58346088
-0.05,-0.685,40000.0,5553.4591195,5577.34202749,1.00430054629,6646.88263191
-0.05,-0.68,40000.0,5553.4591195,5472.14312295,0.985357595186,6701.34431919
-0.05,-0.675,40000.0,5553.4591195,5223.45467115,0.94057677544,6737.81328052
