,time,alpha,beta
0,0.0,0.15400000000000003,0.37532099534109725
1,2.267859069124755e-05,0.1540090714362765,0.3753775997782002
2,4.53571813824951e-05,0.15401814287255303,0.37543377878662304
3,6.803577207374265e-05,0.1540272143088295,0.3754895341943368
4,9.07143627649902e-05,0.15403628574510603,0.37554486782385715
5,0.00011339295345623776,0.15404535718138251,0.3755997814922541
6,0.0001360715441474853,0.15405442861765903,0.3756542770111668
7,0.00015875013483873285,0.15406350005393551,0.375708356186814
8,0.0001814287255299804,0.15407257149021203,0.3757620208200055
9,0.00020410731622122797,0.15408164292648852,0.37581527270615656
10,0.00022678590691247553,0.154090714362765,0.3758681136352974
11,0.00024946449760372306,0.15409978579904152,0.3759205453920865
12,0.0002721430882949706,0.154108857235318,0.37597256975582205
13,0.0002948216789862182,0.15411792867159452,0.3760241885004546
14,0.0003175002696774657,0.154127000107871,0.3760754033945976
15,0.0003401788603687133,0.15413607154414752,0.3761262162015412
16,0.0003628574510599608,0.154145142980424,0.3761766286792625
17,0.00038553604175120836,0.15415421441670052,0.3762266425804377
18,0.00040821463244245594,0.154163285852977,0.376276259652455
19,0.00043089322313370347,0.15417235728925352,0.37632548163742513
20,0.00045357181382495106,0.15418142872553,0.37637431027219376
21,0.0004762504045161986,0.1541905001618065,0.3764227472883531
22,0.0004989289952074461,0.154199571598083,0.37647079441225434
23,0.0005216075858986937,0.1542086430343595,0.3765184533650179
24,0.0005442861765899412,0.154217714470636,0.37656572586254655
25,0.0005669647672811888,0.1542267859069125,0.376612613615537
26,0.0005896433579724364,0.154235857343189,0.37665911832949034
27,0.0006123219486636839,0.1542449287794655,0.3767052417047249
28,0.0006350005393549314,0.154254000215742,0.3767509854363878
29,0.000657679130046179,0.1542630716520185,0.37679635121446603
30,0.0006803577207374266,0.15427214308829498,0.37684134072379843
31,0.0007030363114286741,0.1542812145245715,0.3768859556440873
32,0.0007257149021199216,0.15429028596084798,0.3769301976499094
33,0.0007483934928111692,0.1542993573971245,0.3769740684107286
34,0.0007710720835024167,0.15430842883340098,0.3770175695909061
35,0.0007937506741936643,0.1543175002696775,0.37706070284971316
36,0.0008164292648849119,0.15432657170595399,0.37710346984134085
37,0.0008391078555761594,0.1543356431422305,0.3771458722149146
38,0.0008617864462674069,0.154344714578507,0.37718791161450177
39,0.0008844650369586545,0.1543537860147835,0.377229589679126
40,0.0009071436276499021,0.15436285745106,0.3772709080427777
41,0.0009298222183411496,0.15437192888733647,0.3773118683344251
42,0.0009525008090323972,0.154381000323613,0.37735247217802564
43,0.0009751793997236448,0.15439007175988947,0.37739272119253786
44,0.0009978579904148922,0.154399143196166,0.37743261699193253
45,0.0010205365811061398,0.15440821463244248,0.37747216118520405
46,0.0010432151717973874,0.154417286068719,0.3775113553763807
47,0.001065893762488635,0.15442635750499548,0.3775502011645375
48,0.0010885723531798824,0.154435428941272,0.37758870014380674
49,0.00111125094387113,0.15444450037754848,0.3776268539033891
50,0.0011339295345623775,0.15445357181382496,0.37766466402756443
51,0.0011566081252536251,0.15446264325010148,0.3777021320957045
52,0.0011792867159448727,0.15447171468637796,0.37773925968228234
53,0.0012019653066361203,0.15448078612265448,0.37777604835688455
54,0.0012246438973273679,0.15448985755893097,0.3778124996842218
55,0.0012473224880186152,0.15449892899520748,0.37784861522414115
56,0.0012700010787098628,0.15450800043148397,0.37788439653163536
57,0.0012926796694011104,0.15451707186776048,0.37791984515685517
58,0.001315358260092358,0.15452614330403697,0.37795496264512024
59,0.0013380368507836056,0.15453521474031348,0.37798975053692957
60,0.0013607154414748532,0.15454428617658997,0.3780242103679736
61,0.0013833940321661005,0.15455335761286645,0.3780583436691441
62,0.0014060726228573481,0.15456242904914297,0.3780921519665458
63,0.0014287512135485957,0.15457150048541946,0.3781256367815077
64,0.0014514298042398433,0.15458057192169597,0.3781587996305925
65,0.0014741083949310909,0.15458964335797246,0.37819164202560945
66,0.0014967869856223385,0.15459871479424897,0.3782241654736243
67,0.001519465576313586,0.15460778623052546,0.37825637147696967
68,0.0015421441670048334,0.15461685766680197,0.3782882615332577
69,0.001564822757696081,0.15462592910307846,0.37831983713538786
70,0.0015875013483873286,0.15463500053935494,0.37835109977156167
71,0.0016101799390785762,0.15464407197563146,0.37838205092529054
72,0.0016328585297698238,0.15465314341190795,0.3784126920754072
73,0.0016555371204610714,0.15466221484818446,0.37844302469607766
74,0.0016782157111523187,0.15467128628446095,0.37847305025681083
75,0.0017008943018435663,0.15468035772073746,0.3785027702224695
76,0.0017235728925348139,0.15468942915701395,0.3785321860532809
77,0.0017462514832260615,0.15469850059329046,0.3785612992048484
78,0.001768930073917309,0.15470757202956695,0.37859011112816066
79,0.0017916086646085566,0.15471664346584346,0.3786186232696032
80,0.0018142872552998042,0.15472571490211995,0.37864683707096997
81,0.0018369658459910516,0.15473478633839644,0.37867475396947176
82,0.0018596444366822992,0.15474385777467295,0.37870237539774837
83,0.0018823230273735468,0.15475292921094944,0.37872970278387913
84,0.0019050016180647944,0.15476200064722595,0.37875673755139333
85,0.001927680208756042,0.15477107208350244,0.37878348111927956
86,0.0019503587994472895,0.15478014351977895,0.378809934901999
87,0.001973037390138537,0.15478921495605544,0.37883610030949316
88,0.0019957159808297845,0.15479828639233195,0.37886197874719624
89,0.002018394571521032,0.15480735782860844,0.3788875716160439
90,0.0020410731622122797,0.15481642926488492,0.37891288031248616
91,0.0020637517529035272,0.15482550070116144,0.3789379062284949
92,0.002086430343594775,0.15483457213743793,0.37896265075157776
93,0.0021091089342860224,0.15484364357371444,0.3789871152647843
