,value
a0,0.17800000000000002
a1,-1.2
a2,0.0
b0,-0.10000000000000009
b1,1.0
b2,0.8
gm,37000.0
t_ini,3.0625831597834563
t_end,3.211018533933116
NN,512.0
umbral_FF,1.0
