,time,alpha,beta
0,0.0,0.034,0.7557400877033669
1,2.267738778679789e-05,0.034,0.7561736602333308
2,4.535477557359578e-05,0.034,0.7566069813306247
3,6.803216336039367e-05,0.034,0.7570400502824066
4,9.070955114719155e-05,0.034,0.7574728663773563
5,0.00011338693893398944,0.034,0.7579054289056737
6,0.00013606432672078734,0.034,0.75833773715907
7,0.0001587417145075852,0.034,0.7587697904307837
8,0.0001814191022943831,0.034,0.7592015880155678
9,0.000204096490081181,0.034,0.7596331292096911
10,0.00022677387786797888,0.034,0.7600644133109413
11,0.00024945126565477675,0.034,0.7604954396186234
12,0.0002721286534415747,0.034,0.7609262074335583
13,0.00029480604122837255,0.034,0.7613567160580821
14,0.0003174834290151704,0.034,0.76178696479605
15,0.00034016081680196834,0.034,0.7622169529528302
16,0.0003628382045887662,0.034,0.7626466798353084
17,0.0003855155923755641,0.034,0.7630761447518795
18,0.000408192980162362,0.034,0.7635053470124594
19,0.0004308703679491599,0.034,0.7639342859284767
20,0.00045354775573595775,0.034,0.7643629608128699
21,0.0004762251435227557,0.034,0.7647913709800946
22,0.0004989025313095535,0.034,0.7652195157461193
23,0.0005215799190963514,0.034,0.7656473944284237
24,0.0005442573068831493,0.034,0.7660750063459985
25,0.0005669346946699472,0.034,0.7665023508193518
26,0.0005896120824567451,0.034,0.7669294271704967
27,0.000612289470243543,0.034,0.7673562347229586
28,0.0006349668580303408,0.034,0.7677827728017783
29,0.0006576442458171388,0.034,0.7682090407335003
30,0.0006803216336039367,0.034,0.7686350378461883
31,0.0007029990213907345,0.034,0.7690607634694022
32,0.0007256764091775324,0.034,0.769486216934222
33,0.0007483537969643304,0.034,0.769911397573233
34,0.0007710311847511282,0.034,0.7703363047205267
35,0.0007937085725379261,0.034,0.7707609377117077
36,0.000816385960324724,0.034,0.7711852958838835
37,0.0008390633481115218,0.034,0.7716093785756672
38,0.0008617407358983198,0.034,0.7720331851271829
39,0.0008844181236851177,0.034,0.772456714880059
40,0.0009070955114719155,0.034,0.772879967177433
41,0.0009297728992587134,0.034,0.7733029413639383
42,0.0009524502870455114,0.034,0.7737256367857249
43,0.0009751276748323092,0.034,0.7741480527904407
44,0.000997805062619107,0.034,0.7745701887272366
45,0.001020482450405905,0.034,0.7749920439467722
46,0.0010431598381927028,0.034,0.7754136178012065
47,0.0010658372259795008,0.034,0.7758349096442019
48,0.0010885146137662987,0.034,0.7762559188309232
49,0.0011111920015530966,0.034,0.7766766447180363
50,0.0011338693893398943,0.034,0.7770970866637124
51,0.0011565467771266923,0.034,0.7775172440276169
52,0.0011792241649134902,0.034,0.777937116170921
53,0.0012019015527002881,0.034,0.7783567024562947
54,0.001224578940487086,0.034,0.7787760022479051
55,0.001247256328273884,0.034,0.7791950149114235
56,0.0012699337160606817,0.034,0.7796137398140117
57,0.0012926111038474796,0.034,0.7800321763243376
58,0.0013152884916342775,0.034,0.7804503238125644
